playerID,yearID,teamID,stint,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA
62637,2013,KIA,1,35,0,0,2,1,1,4,0.667,155,29 2/3,48,6,22,1,27,36,36,10.92
62637,2017,KIA,1,18,0,0,1,1,0,4,0.5,66,14,16,1,9,1,10,12,11,7.07
62644,2012,KIA,1,32,0,0,11,13,1,0,0.458,745,171 2/3,174,15,67,7,94,84,73,3.83
62644,2013,KIA,1,30,0,0,0,3,20,0,0,159,36,42,1,15,3,25,18,18,4.5
62648,2013,KIA,1,1,0,0,0,0,0,0,-,5,0,3,0,2,0,0,2,2,-
62648,2016,KIA,1,31,0,0,0,3,2,2,0,242,53,48,9,38,3,47,33,32,5.43
62648,2017,KIA,1,65,0,0,7,4,11,6,0.636,356,80 1/3,70,10,47,5,66,41,41,4.59
62648,2018,KIA,1,64,0,0,7,6,4,18,0.538,369,82 2/3,71,9,54,2,79,39,34,3.7
62648,2019,KIA,1,11,0,0,1,2,4,0,0.333,55,11,12,1,11,0,12,8,8,6.55
62655,2012,KIA,1,48,0,0,0,0,1,3,-,245,56,61,5,25,5,32,22,21,3.38
62655,2013,Lotte,1,25,0,0,4,2,1,2,0.667,207,48 2/3,54,3,18,3,22,20,17,3.14
62655,2014,Lotte,1,14,0,0,2,3,0,0,0.4,156,36,42,7,12,0,11,23,19,4.75
62655,2015,Lotte,1,67,0,0,4,4,1,8,0.5,352,82,85,8,24,10,65,38,36,3.95
62655,2016,Lotte,1,52,0,0,1,1,2,5,0.5,185,42 1/3,45,5,16,1,30,24,21,4.46
62655,2018,Lotte,1,4,0,0,0,0,0,0,-,18,3 2/3,6,1,1,0,3,5,5,12.27
62655,2019,Lotte,1,12,0,0,0,0,0,1,-,57,12 2/3,17,0,0,1,7,6,6,4.26
62655,2020,NC,1,30,0,0,1,0,0,8,1,104,26,20,2,6,2,14,4,3,1.04
62655,2021,NC,1,53,0,0,3,4,0,14,0.429,185,41 1/3,53,3,12,2,26,19,18,3.92
62655,2023,Kiwoom,1,2,0,0,0,0,0,0,-,12,2,5,1,1,0,1,2,2,9
62688,2013,KIA,1,11,0,0,3,2,1,0,0.6,208,47,45,1,26,1,38,26,21,4.02
62696,2012,KIA,1,4,0,0,0,0,0,0,-,29,5 2/3,9,1,6,0,5,4,4,6.35
62696,2017,KIA,1,1,0,0,0,0,0,0,-,9,1,4,1,2,0,2,4,4,36
62698,2012,KIA,1,23,4,1,9,8,0,0,0.529,614,147 1/3,137,9,39,8,104,62,58,3.54
62698,2013,KIA,1,29,0,0,9,9,0,1,0.5,748,164 2/3,196,11,68,9,143,111,100,5.47
62698,2014,Nexen,1,20,0,0,10,2,0,0,0.833,537,125,140,18,45,3,98,66,64,4.61
62698,2015,LG,1,32,2,1,10,12,0,1,0.455,809,194 1/3,199,16,36,5,177,102,87,4.03
62698,2016,LG,1,33,0,0,10,9,0,0,0.526,870,199,258,12,38,9,107,121,114,5.16
62698,2017,LG,1,30,2,1,11,11,1,0,0.5,769,185 1/3,189,11,38,3,153,86,80,3.88
62698,2018,LG,1,27,1,1,9,9,0,0,0.5,760,181 1/3,192,16,28,4,181,83,71,3.52
62698,2019,SK,1,16,0,0,9,3,0,0,0.75,387,94 1/3,85,15,23,2,96,42,40,3.82
62699,2012,KIA,1,10,0,0,2,1,0,1,0.667,51,11 2/3,15,1,3,0,5,5,5,3.86
62730,2012,Hanwha,1,2,0,0,0,1,0,0,0,15,1 2/3,9,1,1,1,1,9,9,48.6
62731,2012,Hanwha,1,14,0,0,0,2,0,1,0,73,15,24,2,6,0,19,16,14,8.4
62741,2012,Hanwha,1,4,0,0,0,0,0,0,-,25,5 2/3,4,0,3,1,2,3,2,3.18
62754,2012,Hanwha,1,1,0,0,0,0,0,0,-,2,3-Feb,0,0,0,0,0,0,0,0
62754,2013,Hanwha,1,26,0,0,1,2,0,1,0.333,160,34,44,3,17,3,30,18,17,4.5
62754,2014,Hanwha,1,14,0,0,1,1,0,0,0.5,116,22 2/3,38,6,9,2,17,24,17,6.75
62754,2017,KIA,1,23,2,2,8,6,0,0,0.571,497,118 1/3,138,9,18,6,73,54,48,3.65
62754,2018,KIA,1,29,0,0,8,9,0,2,0.471,491,105,145,20,34,12,68,79,73,6.26
62754,2019,KIA,1,12,0,0,2,4,0,0,0.333,225,48 2/3,67,7,19,2,37,33,31,5.73
62754,2020,KIA,1,25,0,0,9,10,0,0,0.474,559,127 2/3,152,12,33,9,106,80,73,5.15
62754,2021,KIA,1,28,0,0,8,8,0,0,0.5,662,153,155,15,45,11,129,85,83,4.88
62754,2022,KIA,1,26,0,0,4,13,1,0,0.235,555,129 1/3,137,18,36,5,82,63,61,4.24
62754,2023,KIA,1,64,0,0,4,4,3,16,0.5,324,82,56,6,19,6,57,29,27,2.96
62754,2024,KIA,1,37,0,0,6,2,0,2,0.75,218,45 2/3,61,8,17,1,36,35,32,6.31
62754,2025,KIA,1,7,0,0,0,1,0,0,0,32,5 1/3,13,2,4,0,3,9,9,15.19
62761,2012,Hanwha,1,23,1,0,5,10,0,0,0.333,552,121,134,11,52,11,68,76,68,5.06
62833,2012,SK,1,17,0,0,4,6,0,0,0.4,356,81 1/3,80,8,31,8,45,45,40,4.43
62859,2012,SK,1,18,0,0,6,3,0,0,0.667,401,95 1/3,88,6,39,5,49,38,36,3.4
62868,2012,SK,1,6,0,0,1,0,0,0,1,45,10 1/3,9,3,6,2,6,5,5,4.35
62868,2013,SK,1,2,0,0,0,1,0,0,0,9,1,5,0,1,0,0,4,4,36
62868,2017,SK,1,1,0,0,0,0,0,0,-,6,1,3,0,0,0,1,1,1,9
62869,2012,SK,1,2,0,0,0,0,0,0,-,9,2,2,0,0,1,3,1,1,4.5
62869,2013,SK,1,16,0,0,0,1,0,0,0,107,24 1/3,29,5,6,3,13,16,15,5.55
62869,2016,SK,1,20,0,0,4,4,0,0,0.5,306,63 2/3,86,12,33,3,49,52,47,6.64
62869,2017,SK,1,29,1,0,6,12,0,0,0.333,695,155 1/3,181,25,54,11,86,98,92,5.33
62869,2018,SK,1,31,0,0,8,9,1,1,0.471,656,150 2/3,180,24,37,4,122,86,77,4.6
62869,2019,SK,1,26,0,0,11,7,0,2,0.611,586,144,130,23,33,3,99,63,62,3.88
62869,2020,SK,1,25,1,0,6,8,0,0,0.429,610,145 2/3,136,13,45,6,117,64,59,3.65
62869,2021,SSG,1,9,0,0,2,2,0,0,0.5,212,50 1/3,42,1,18,2,32,20,16,2.86
62869,2022,SSG,1,23,0,0,1,1,3,3,0.5,112,24 2/3,32,3,7,2,25,15,14,5.11
62869,2023,SSG,1,50,0,0,5,8,1,9,0.385,479,105,138,12,35,6,65,67,61,5.23
62869,2024,SSG,1,62,0,0,6,1,20,6,0.857,265,60,67,10,24,1,53,33,30,4.5
62869,2025,SSG,1,8,0,0,2,2,0,0,0.5,168,42 2/3,35,5,11,2,20,17,16,3.38
62892,2014,SK,1,3,0,0,0,0,0,0,-,18,5,3,0,2,0,1,0,0,0
62892,2017,SK,1,8,0,0,0,0,0,0,-,41,8 1/3,15,1,2,0,3,9,8,8.64
62908,2020,KIA,1,1,0,0,0,0,0,0,-,1,3-Jan,0,0,0,0,0,0,0,0
62908,2021,KIA,1,1,0,0,0,0,0,0,-,4,3-Feb,2,0,0,0,0,1,0,0
62918,2018,LG,1,1,0,0,0,0,0,0,-,8,1,2,0,4,0,0,4,4,36
62919,2014,Hanwha,1,24,0,0,0,1,0,1,0,118,23 1/3,38,9,7,1,15,21,15,5.79
62919,2015,Hanwha,1,54,0,0,1,0,0,3,1,187,41 1/3,36,5,30,3,32,20,20,4.35
62920,2013,NC,1,38,0,0,2,8,0,2,0.2,268,58,64,9,38,2,62,50,47,7.29
62920,2014,NC,1,15,0,0,1,2,0,1,0.333,212,48 1/3,44,6,28,2,37,25,24,4.47
62920,2015,NC,1,17,0,0,1,2,0,0,0.333,122,23 2/3,33,8,23,0,25,28,28,10.65
62920,2018,NC,1,20,0,0,1,2,0,0,0.333,158,32 2/3,35,6,29,1,36,29,26,7.16
62920,2019,NC,1,5,0,0,0,0,0,0,-,21,3 2/3,8,1,1,0,1,5,5,12.27
62920,2020,Samsung,1,45,0,0,2,3,0,10,0.4,166,36 1/3,28,3,29,2,34,23,18,4.46
62920,2021,Samsung,1,16,0,0,0,2,0,1,0,82,19,10,2,14,1,19,10,10,4.74
62920,2022,Samsung,1,3,0,0,0,0,0,0,-,11,2,2,0,3,0,2,1,1,4.5
62920,2023,Samsung,1,16,0,0,0,1,0,1,0,65,12 1/3,22,3,5,1,12,11,10,7.3
62929,2013,NC,1,56,0,0,1,3,10,1,0.25,294,66 1/3,59,6,34,8,60,31,31,4.21
62929,2014,NC,1,51,0,0,7,2,2,8,0.778,398,88,93,19,38,8,73,53,49,5.01
62929,2015,NC,1,64,0,0,6,5,0,10,0.545,436,96,103,15,41,6,103,62,54,5.06
62929,2016,NC,1,45,0,0,9,9,2,3,0.5,603,130 2/3,159,18,55,6,102,90,80,5.51
62929,2017,NC,1,60,0,0,5,1,3,6,0.833,388,88 2/3,88,10,30,8,86,46,40,4.06
62929,2018,NC,1,50,0,0,5,4,14,0,0.556,224,50,52,8,19,3,42,34,26,4.68
62929,2019,NC,1,11,0,0,0,0,0,0,-,54,9 2/3,14,0,9,1,4,7,7,6.52
62937,2016,Nexen,1,30,0,0,15,7,0,0,0.682,718,168 2/3,192,19,21,11,99,76,73,3.9
62937,2017,Nexen,1,34,1,1,6,7,1,2,0.462,537,125,137,14,25,16,75,68,63,4.54
62937,2018,Nexen,1,26,0,0,8,9,0,1,0.471,452,101 1/3,133,31,23,8,53,80,76,6.75
62937,2019,Kiwoom,1,12,0,0,1,0,0,0,1,132,29 1/3,34,1,9,4,21,14,12,3.68
62937,2020,Kiwoom,1,7,0,0,0,0,0,0,-,34,5,13,2,4,0,1,8,7,12.6
62937,2021,SSG,1,20,0,0,0,0,0,0,-,124,28 1/3,35,3,2,4,27,18,18,5.72
62937,2022,SSG,1,4,0,0,0,0,0,0,-,21,4 1/3,9,2,0,0,4,6,6,12.46
62941,2013,NC,1,5,0,0,0,0,0,0,-,30,7,6,0,3,0,5,4,3,3.86
62951,2013,NC,1,2,0,0,0,0,0,0,-,22,4 2/3,8,1,3,0,2,4,4,7.71
62951,2017,NC,1,14,0,0,1,2,0,0,0.333,126,29 1/3,26,2,13,5,14,12,10,3.07
62951,2018,NC,1,23,0,0,1,1,0,0,0.5,238,54,62,5,24,1,22,36,31,5.17
62951,2019,Doosan,1,67,0,0,6,3,19,10,0.667,258,61,57,4,19,9,31,25,18,2.66
62951,2020,Doosan,1,27,0,0,1,2,1,1,0.333,122,25 2/3,30,5,16,2,13,22,22,7.71
62951,2021,Doosan,1,4,0,0,0,0,0,0,-,16,2 2/3,2,0,5,1,2,2,0,0
62951,2022,Doosan,1,31,0,0,0,1,0,0,0,142,31,34,1,11,4,17,17,15,4.35
62951,2023,Doosan,1,23,0,0,1,0,0,1,1,134,27 2/3,40,2,12,3,13,23,20,6.51
62951,2024,KIA,1,16,0,0,0,1,0,2,0,83,15,26,2,7,5,9,17,13,7.8
62951,2025,KIA,1,6,0,0,0,0,0,0,-,36,5 2/3,15,0,4,0,3,12,9,14.29
62966,2013,NC,1,30,0,0,0,2,0,4,0,158,33 2/3,32,0,20,4,33,17,16,4.28
62966,2014,NC,1,4,0,0,0,0,0,0,-,24,5,9,0,2,0,4,5,5,9
62966,2015,NC,1,78,0,0,6,5,1,14,0.545,384,89 2/3,77,11,37,11,61,40,37,3.71
62966,2016,NC,1,52,0,0,11,4,2,4,0.733,486,108,123,13,36,8,84,65,60,5
62966,2017,NC,1,39,0,0,5,3,0,0,0.625,418,89 2/3,111,15,34,12,51,79,73,7.33
62966,2018,NC,1,19,0,0,0,1,0,1,0,183,37 1/3,51,8,22,2,18,36,35,8.44
62966,2021,NC,1,20,0,0,2,1,1,0,0.667,129,28,29,4,17,2,25,14,14,4.5
63027,2017,Samsung,1,5,0,0,1,1,0,0,0.5,58,11 2/3,14,2,10,1,8,10,10,7.71
63027,2018,Samsung,1,2,0,0,0,0,0,0,-,11,2 1/3,3,2,1,0,5,3,3,11.57
63103,2019,LG,1,2,0,0,0,0,0,0,-,17,3 1/3,2,1,5,0,4,2,2,5.4
63103,2020,LG,1,4,0,0,0,1,0,0,0,37,4 2/3,8,1,11,4,5,14,6,11.57
63103,2021,LG,1,6,0,0,0,0,0,0,-,28,6,1,0,9,1,8,4,4,6
63103,2023,Hanwha,1,1,0,0,0,0,0,0,-,8,2,1,0,0,1,1,1,1,4.5
63104,2017,KT,1,1,0,0,0,0,0,0,-,13,2,6,1,1,0,5,5,5,22.5
63104,2019,KT,1,10,0,0,0,0,0,1,-,53,10 2/3,15,1,5,2,6,7,7,5.91
63111,2013,LG,1,20,0,0,12,2,0,0,0.857,485,111 2/3,109,11,50,9,88,50,48,3.87
63111,2014,LG,1,27,0,0,9,7,0,0,0.563,661,147 2/3,146,13,58,13,128,100,84,5.12
63111,2015,LG,1,24,0,0,4,9,0,0,0.308,572,130,134,16,55,14,88,72,69,4.78
63111,2016,LG,1,29,1,1,13,11,0,0,0.542,701,161 1/3,152,14,70,21,138,83,77,4.3
63111,2017,LG,1,25,0,0,8,6,0,0,0.571,591,131 1/3,140,10,55,19,107,87,78,5.35
63111,2019,LG,1,11,0,0,0,2,0,0,0,243,53 1/3,57,5,26,4,31,27,25,4.22
63137,2015,KT,1,2,0,0,0,0,0,0,-,20,3,9,2,2,0,4,8,8,24
63145,2018,LG,1,16,0,0,1,0,0,0,1,174,38 2/3,34,3,20,1,41,24,19,4.42
63145,2019,LG,1,19,0,0,3,4,0,0,0.429,282,62,61,3,33,8,44,42,36,5.23
63145,2021,LG,1,15,0,0,2,2,0,0,0.5,151,32 2/3,42,1,13,3,23,17,15,4.13
63145,2022,LG,1,17,0,0,0,1,0,0,0,129,31 1/3,22,0,15,4,23,11,8,2.3
63145,2023,LG,1,1,0,0,0,0,0,0,-,6,1,2,0,1,0,0,2,2,18
63145,2025,LG,1,10,0,0,0,0,0,1,-,49,11 1/3,9,1,5,1,13,7,7,5.56
63229,2013,Doosan,1,12,0,0,3,3,0,0,0.5,273,60 2/3,79,5,21,3,30,42,42,6.23
63230,2013,Doosan,1,10,0,0,1,1,0,0,0.5,180,38 2/3,41,2,27,5,35,30,28,6.52
63248,2013,Doosan,1,3,0,0,0,0,0,0,-,12,1 1/3,6,0,2,0,2,5,5,33.75
63248,2014,Doosan,1,31,0,0,1,0,0,2,1,111,26 1/3,24,2,12,1,23,13,13,4.44
63248,2015,Doosan,1,68,0,0,7,2,2,16,0.778,278,61 2/3,52,4,46,2,76,30,25,3.65
63248,2016,Doosan,1,15,0,0,0,0,0,0,-,46,8 2/3,10,0,11,0,7,6,6,6.23
63248,2017,Doosan,1,35,0,0,9,8,0,2,0.529,598,137 1/3,128,8,64,4,139,61,56,3.67
63248,2018,Doosan,1,62,0,0,6,3,27,3,0.667,293,67,58,4,37,4,75,23,22,2.96
63248,2019,Doosan,1,61,0,0,2,5,16,7,0.286,236,54 2/3,39,6,34,1,48,24,21,3.46
63248,2020,Doosan,1,36,0,0,5,1,10,2,0.833,240,55 1/3,55,2,21,0,55,25,24,3.9
63248,2021,LG,1,16,0,0,1,2,0,1,0.333,98,21,20,2,13,3,18,11,10,4.29
63248,2022,LG,1,13,0,0,0,0,0,0,-,58,12 2/3,9,0,11,1,13,3,3,2.13
63248,2023,LG,1,57,0,0,4,0,4,16,1,222,55 2/3,32,1,22,2,59,12,10,1.62
63248,2024,LG,1,15,0,0,0,1,0,3,0,54,11 2/3,13,2,7,1,8,7,7,5.4
63292,2015,Doosan,1,3,0,0,0,0,0,0,-,13,2 1/3,4,1,3,0,2,3,3,11.57
63292,2020,Doosan,1,8,0,0,1,2,0,0,0.333,117,26,30,3,14,0,20,16,16,5.54
63292,2021,Doosan,1,22,0,0,0,4,0,0,0,274,59 2/3,69,3,29,3,33,42,38,5.73
63292,2024,Doosan,1,1,0,0,0,1,0,0,0,20,4,6,2,2,0,2,5,5,11.25
63295,2013,Doosan,1,5,0,0,0,1,0,0,0,38,9,9,1,3,0,5,4,4,4
63295,2014,Doosan,1,4,0,0,0,0,0,1,-,24,4,9,0,4,0,1,5,5,11.25
63342,2013,Nexen,1,5,0,0,0,0,0,0,-,40,8,11,0,5,0,7,4,4,4.5
63342,2014,Nexen,1,48,0,0,6,2,0,11,0.75,280,69 1/3,53,2,29,3,73,21,19,2.47
63342,2015,Nexen,1,70,0,0,8,5,5,19,0.615,382,93 1/3,65,4,41,6,89,36,32,3.09
63342,2017,Nexen,1,13,0,0,5,3,0,2,0.625,198,44 1/3,53,3,15,1,45,25,24,4.87
63342,2018,Nexen,1,18,0,0,1,2,9,0,0.333,78,19,16,1,6,2,23,11,8,3.79
63342,2019,Kiwoom,1,48,0,0,2,4,20,8,0.333,192,47 1/3,45,3,8,2,46,15,14,2.66
63342,2020,Kiwoom,1,53,0,0,5,3,33,0,0.625,232,54 1/3,50,3,18,2,64,15,13,2.15
63342,2021,Kiwoom,1,44,0,0,6,5,15,5,0.545,187,44,30,4,19,2,47,18,17,3.48
63342,2024,Kiwoom,1,44,0,0,0,1,6,9,0,171,39 2/3,40,2,20,0,36,17,14,3.18
63342,2025,KIA,1,22,0,0,3,3,0,10,0.5,89,19,21,2,13,0,23,11,9,4.26
63348,2018,Nexen,1,25,0,0,0,0,0,0,-,128,26 2/3,35,6,13,0,25,24,22,7.43
63348,2019,Kiwoom,1,5,0,0,0,0,0,0,-,25,5,9,0,2,0,3,4,4,7.2
63348,2020,Kiwoom,1,42,0,0,1,1,0,1,0.5,201,45,48,6,19,2,29,30,27,5.4
63432,2013,Samsung,1,24,0,0,7,9,0,0,0.438,612,143 2/3,127,11,48,11,137,67,63,3.95
63432,2014,Samsung,1,25,1,0,13,4,0,0,0.765,622,152 2/3,125,15,45,5,180,54,54,3.18
63462,2013,Samsung,1,11,0,0,3,5,0,0,0.375,249,57 1/3,49,6,30,2,46,29,28,4.4
63464,2020,Hanwha,1,55,0,0,5,0,0,7,1,225,51,48,3,25,3,42,16,9,1.59
63464,2021,Hanwha,1,43,0,0,2,5,0,7,0.286,337,77 2/3,73,8,34,6,54,35,34,3.94
63464,2022,Hanwha,1,25,0,0,4,9,0,0,0.308,349,75 1/3,106,6,17,7,51,63,63,7.53
63464,2023,Hanwha,1,47,0,0,5,1,0,2,0.833,199,47 2/3,36,4,19,6,28,18,13,2.45
63464,2024,Hanwha,1,7,0,0,0,0,0,0,-,40,7 2/3,10,1,6,1,7,9,9,10.57
63465,2013,Samsung,1,3,0,0,0,1,0,0,0,21,2 1/3,8,0,6,0,1,7,7,27
63492,2020,Samsung,1,4,0,0,0,0,0,0,-,13,3-Feb,8,2,2,0,1,11,10,135
63492,2021,Samsung,1,11,0,0,2,0,0,0,1,51,10,11,1,12,0,5,6,5,4.5
63492,2022,Samsung,1,42,0,0,3,2,0,7,0.6,149,33 1/3,41,4,9,1,21,25,22,5.94
63492,2023,Samsung,1,51,0,0,1,3,0,11,0.25,181,41,46,3,17,0,26,19,18,3.95
63492,2024,Samsung,1,9,0,0,1,0,0,0,1,58,9 2/3,29,2,4,0,6,19,19,17.69
63512,2015,Lotte,1,2,0,0,0,0,0,0,-,6,1 1/3,2,0,0,0,1,0,0,0
63512,2016,Lotte,1,39,0,0,6,2,0,3,0.75,438,93,101,9,54,13,78,65,60,5.81
63512,2017,Lotte,1,45,0,0,4,4,2,10,0.5,391,88,88,8,47,4,95,51,50,5.11
63512,2018,Lotte,1,13,0,0,3,2,0,1,0.6,69,13,23,1,8,1,11,12,9,6.23
63512,2019,Lotte,1,41,0,0,2,1,5,5,0.667,169,40 1/3,40,6,11,0,40,19,18,4.02
63512,2020,Lotte,1,53,0,0,1,4,0,17,0.2,194,42 2/3,56,7,13,4,50,27,27,5.7
63512,2021,Lotte,1,22,0,0,2,1,0,0,0.667,81,16,25,1,10,0,23,14,14,7.88
63512,2024,Lotte,1,7,0,0,0,0,0,0,-,24,6 1/3,6,0,1,1,4,3,3,4.26
63512,2025,Lotte,1,4,0,0,0,0,0,0,-,17,2 2/3,6,1,3,0,3,5,5,16.88
63543,2014,Lotte,1,1,0,0,0,0,0,0,-,1,3-Feb,0,0,0,0,1,0,0,0
63543,2015,Lotte,1,11,0,0,0,2,0,0,0,140,29,46,9,9,2,20,33,33,10.24
63543,2018,Lotte,1,64,0,0,7,4,0,14,0.636,307,73 2/3,62,12,31,3,75,33,30,3.67
63543,2019,Lotte,1,41,0,0,1,4,2,6,0.2,180,36,45,5,21,3,43,29,25,6.25
63543,2020,Lotte,1,57,0,0,5,2,0,20,0.714,238,60 1/3,40,8,26,0,58,25,24,3.58
63543,2021,Lotte,1,68,0,0,6,5,0,20,0.545,262,62 1/3,47,5,31,4,65,30,30,4.33
63543,2022,Lotte,1,73,0,0,2,4,0,26,0.333,263,62,46,3,35,1,77,20,20,2.9
63543,2023,Lotte,1,67,0,0,2,6,3,22,0.25,289,63 2/3,65,4,29,5,66,32,28,3.96
63543,2024,Lotte,1,66,0,0,5,3,0,13,0.625,279,57 2/3,68,6,35,6,62,37,31,4.84
63543,2025,Lotte,1,5,0,0,0,1,0,1,0,21,3 2/3,6,1,3,1,4,7,6,14.73
63619,2013,KIA,1,13,0,0,0,0,0,0,-,61,11 2/3,15,2,10,2,10,16,16,12.34
63619,2017,Nexen,1,1,0,0,0,0,0,0,-,4,1,0,0,1,0,1,0,0,0
63628,2018,KIA,1,2,0,0,0,0,0,0,-,6,0,4,0,1,1,0,6,6,-
63628,2019,KIA,1,55,0,0,1,3,1,10,0.25,243,54,63,2,14,8,22,22,21,3.5
63628,2020,KIA,1,48,0,0,1,1,1,2,0.5,275,58,88,3,17,5,23,46,44,6.83
63628,2021,KIA,1,24,0,0,0,2,0,6,0,108,23 1/3,30,0,10,2,6,19,15,5.79
63628,2022,KIA,1,27,0,0,0,1,0,0,0,104,24,24,2,10,3,9,5,5,1.88
63638,2013,KIA,1,11,0,0,1,1,0,2,0.5,37,9 2/3,7,2,3,0,6,4,4,3.72
63638,2014,KIA,1,13,0,0,0,1,0,0,0,108,22 2/3,28,3,11,4,6,22,20,7.94
63638,2015,KIA,1,37,0,0,2,2,0,3,0.5,201,46,54,4,11,5,33,32,32,6.26
63638,2016,KIA,1,46,0,0,4,0,0,5,1,238,51 2/3,60,4,22,8,33,39,36,6.27
63638,2018,KIA,1,1,0,0,0,0,0,0,-,8,2,0,0,2,0,2,0,0,0
63638,2019,KIA,1,49,0,0,5,2,0,15,0.714,210,56,42,4,6,4,30,15,13,2.09
63638,2020,KIA,1,50,0,0,7,1,6,11,0.875,205,51 2/3,41,3,8,0,44,16,9,1.57
63638,2021,KIA,1,32,0,0,2,4,0,4,0.333,158,32,42,3,17,9,18,24,21,5.91
63638,2022,KIA,1,34,0,0,1,0,0,8,1,112,23 1/3,27,4,10,8,11,15,14,5.4
63638,2023,KIA,1,33,0,0,1,0,0,3,1,118,28,28,3,9,0,13,16,14,4.5
63638,2024,KIA,1,8,0,0,0,0,0,1,-,29,6,10,0,3,1,4,4,4,6
63730,2013,Hanwha,1,21,0,0,0,3,0,0,0,154,35 1/3,30,7,15,3,30,24,24,6.11
63730,2014,Hanwha,1,2,0,0,0,0,0,0,-,6,3-Feb,2,1,1,1,0,2,2,27
63737,2013,Hanwha,1,32,2,0,6,14,0,0,0.3,758,172 1/3,190,7,65,10,129,110,106,5.54
63749,2017,Hanwha,1,21,0,0,1,1,0,1,0.5,67,11 1/3,21,3,12,3,8,18,17,13.5
63749,2019,Hanwha,1,1,0,0,0,0,0,0,-,10,1,6,1,1,0,0,5,5,45
63749,2021,Hanwha,1,17,0,0,1,0,0,0,1,85,16 1/3,20,1,13,3,11,17,14,7.71
63749,2022,Hanwha,1,5,0,0,1,0,0,0,1,27,4 2/3,7,1,5,1,4,5,5,9.64
63749,2023,Hanwha,1,11,0,0,0,0,0,0,-,41,8 2/3,12,2,5,1,7,9,9,9.35
63749,2024,Hanwha,1,3,0,0,0,0,0,0,-,13,2 1/3,4,0,3,0,3,1,1,3.86
63765,2018,Hanwha,1,3,0,0,0,0,0,0,-,18,5,3,1,0,0,1,1,1,1.8
63765,2019,Hanwha,1,35,0,0,2,0,0,0,1,148,31,30,4,33,1,28,21,20,5.81
63765,2020,Hanwha,1,54,0,0,1,1,1,7,0.5,228,50,54,6,26,3,43,34,33,5.94
63765,2021,Hanwha,1,49,0,0,1,1,0,6,0.5,208,46 2/3,34,7,32,3,38,29,25,4.82
63765,2022,Hanwha,1,52,0,0,3,4,1,6,0.429,197,45,39,5,21,2,45,30,22,4.4
63765,2025,Hanwha,1,19,0,0,1,1,0,2,0.5,76,18,11,0,12,3,18,3,2,1
63791,2013,Hanwha,1,30,0,0,2,8,0,0,0.2,348,82 2/3,58,9,47,5,46,40,34,3.7
63791,2014,Hanwha,1,20,0,0,1,9,0,0,0.1,390,79 1/3,104,11,60,3,30,69,59,6.69
63791,2016,Hanwha,1,11,0,0,0,0,0,0,-,46,10 2/3,9,0,6,0,11,6,6,5.06
63791,2019,Hanwha,1,3,0,0,0,1,0,0,0,57,12 2/3,15,4,4,0,5,9,9,6.39
63810,2013,SK,1,30,1,0,14,6,0,0,0.7,780,187 1/3,169,14,73,11,160,65,62,2.98
63810,2015,SK,1,14,1,1,7,5,0,0,0.583,319,74,77,12,28,5,67,42,41,4.99
63810,2016,SK,1,12,0,0,5,5,0,0,0.5,283,62,76,8,17,1,43,52,37,5.37
63857,2013,SK,1,30,2,1,8,13,0,0,0.381,751,173,157,15,91,7,135,99,93,4.84
63857,2014,SK,1,13,0,0,2,7,0,0,0.222,369,78 1/3,103,10,38,3,41,64,57,6.55
63894,2017,SK,1,2,0,0,0,0,0,0,-,15,3,2,0,4,0,3,3,3,9
63894,2020,SK,1,57,0,0,1,1,1,10,0.5,226,47 1/3,37,5,45,8,42,30,27,5.13
63894,2021,SSG,1,6,0,0,0,1,0,0,0,92,17 1/3,20,5,20,4,21,20,19,9.87
63894,2022,KIA,1,31,0,0,3,0,0,2,1,128,27,23,2,24,4,23,21,21,7
63894,2024,KIA,1,23,0,0,0,1,1,0,0,173,37,40,2,25,5,36,29,19,4.62
63914,2013,NC,1,32,0,0,0,1,0,1,0,83,20 1/3,15,2,9,2,10,5,4,1.77
63914,2014,NC,1,67,0,0,2,1,1,16,0.667,194,44,40,3,25,1,38,24,23,4.7
63914,2015,NC,1,20,0,0,1,0,0,0,1,112,23 1/3,37,3,9,0,17,17,17,6.56
63914,2020,NC,1,16,0,0,0,0,0,0,-,58,12,16,1,5,1,5,8,7,5.25
63914,2021,NC,1,15,0,0,1,0,0,0,1,61,12 1/3,17,1,7,0,8,9,9,6.57
63935,2013,NC,1,40,0,0,3,4,0,4,0.429,266,57 2/3,65,8,27,7,33,35,33,5.15
63935,2014,NC,1,9,0,0,1,2,0,0,0.333,134,28,37,0,16,1,14,22,18,5.79
63935,2015,Lotte,1,61,0,0,5,7,4,7,0.417,343,72 2/3,92,11,33,4,58,44,37,4.58
63935,2016,Lotte,1,36,0,0,6,5,0,1,0.545,327,68 2/3,89,11,42,4,47,59,54,7.08
63936,2013,NC,1,1,0,0,0,0,0,0,-,7,1,3,0,1,0,0,3,3,27
63936,2015,NC,1,2,0,0,0,0,0,0,-,8,1,2,0,3,1,1,5,5,45
63936,2018,NC,1,6,0,0,0,0,0,0,-,36,5 2/3,14,1,5,2,4,11,11,17.47
63936,2019,NC,1,5,0,0,0,1,0,0,0,42,7 2/3,12,1,6,2,5,8,7,8.22
